student_id,age,gender,time_spent_on_videos,quiz_attempts,quiz_scores,forum_participation,assignment_completion_rate,engagement_level,final_exam_score,feedback_score,dropout_likelihood,education_level_Postgraduate,education_level_Undergraduate,course_name_Data Science,course_name_Machine Learning,course_name_Python Basics,course_name_Web Development,learning_style_Kinesthetic,learning_style_Reading/Writing,learning_style_Visual,engagement_score,learning_outcome_score,age_group_19–25,age_group_26–35,age_group_36–50,age_group_51+,learner_cluster
S01306,15,0,231,3,58,16,70,1,33,3,0,False,False,False,True,False,False,True,False,False,94.1,34.5,False,False,False,False,2
S01307,34,1,144,1,54,39,83,1,77,2,0,True,False,False,True,False,False,False,True,False,76.1,55.1,False,True,False,False,1
S01308,15,0,12,3,74,12,72,2,82,1,1,False,False,False,False,True,False,False,True,False,28.2,63.4,False,False,False,False,1
S01309,24,0,199,2,84,17,42,0,93,5,0,True,False,False,False,True,False,False,True,False,76.1,72.7,True,False,False,False,0
S01310,44,1,258,2,73,5,44,2,32,2,0,False,False,False,False,True,False,False,False,True,92.0,38.3,False,False,True,False,0
S01311,47,0,39,2,35,30,46,1,87,4,0,False,False,False,True,False,False,False,False,True,31.9,54.8,False,False,True,False,0
S01312,41,0,217,2,51,24,42,1,36,2,0,False,False,False,False,False,False,False,False,False,82.9,33.7,False,False,True,False,0
S01313,33,1,289,3,37,1,87,1,70,3,0,False,False,False,False,True,False,False,True,False,113.6,46.7,False,True,False,False,1
S01314,35,1,121,2,47,31,92,1,51,1,0,False,False,False,True,False,False,False,True,False,70.5,39.8,False,True,False,False,1
S01315,22,0,151,3,50,33,88,1,37,2,0,False,False,False,True,False,False,False,True,False,78.9,33.9,True,False,False,False,1
S01316,40,1,372,4,48,10,69,1,50,1,0,False,True,False,True,False,False,False,True,False,135.1,39.6,False,False,True,False,2
S01317,31,0,281,3,71,25,92,1,39,5,0,False,True,False,False,False,True,False,False,False,117.5,41.8,False,True,False,False,1
S01318,26,1,356,2,71,22,92,1,93,3,0,False,True,False,False,False,False,False,False,False,139.2,68.4,False,True,False,False,1
S01319,32,0,305,1,50,39,92,1,99,2,1,False,True,False,False,False,False,True,False,False,127.1,64.9,False,True,False,False,1
S01320,17,1,374,2,98,27,48,0,42,4,0,False,True,False,False,False,True,False,False,True,132.4,51.2,False,False,False,False,0
S01321,40,1,151,2,97,17,75,1,79,4,0,False,False,False,False,False,True,False,False,False,71.6,69.4,False,False,True,False,1
S01322,22,1,165,4,68,28,78,2,97,2,0,False,True,True,False,False,False,False,True,False,79.3,69.3,True,False,False,False,2
S01323,15,1,129,1,31,10,72,2,89,2,1,False,True,True,False,False,False,False,False,True,62.5,54.2,False,False,False,False,0
S01324,29,0,484,1,54,49,89,0,67,4,0,True,False,False,False,False,True,False,False,True,181.9,50.5,False,True,False,False,1
S01325,19,0,24,2,66,35,89,0,96,2,0,True,False,False,False,False,False,False,False,False,41.3,68.2,True,False,False,False,1
S01326,38,0,116,4,31,27,45,0,94,3,0,False,True,False,False,False,True,False,False,False,54.5,56.9,False,False,True,False,2
S01327,17,1,450,4,87,2,86,1,62,2,0,True,False,False,False,False,True,False,False,True,162.0,57.5,False,False,False,False,1
S01328,18,0,444,3,90,44,55,0,58,5,0,False,False,False,True,False,False,True,False,False,159.1,57.0,False,False,False,False,2
S01329,45,0,250,2,33,15,50,0,31,2,0,True,False,True,False,False,False,False,False,False,93.4,25.8,False,False,True,False,0
S01330,26,1,415,1,72,42,51,0,84,2,0,False,True,False,False,False,True,False,False,True,148.4,64.0,False,True,False,False,0
S01331,34,0,494,2,36,19,79,1,77,4,0,False,False,False,True,False,False,False,False,True,176.1,50.1,False,True,False,False,1
S01332,36,0,43,2,65,11,95,1,68,2,0,False,False,False,False,False,True,False,False,False,44.0,53.9,False,False,True,False,1
S01333,37,1,301,4,49,46,76,1,84,5,0,False,True,True,False,False,False,False,False,False,123.1,57.7,False,False,True,False,2
S01334,45,0,296,3,63,14,66,0,35,1,0,False,True,False,True,False,False,False,False,False,112.0,36.6,False,False,True,False,2
S01335,25,1,336,4,88,46,65,0,34,4,0,False,True,False,False,False,True,False,False,False,130.3,44.2,True,False,False,False,2
S01336,30,1,68,1,92,35,46,0,88,4,0,False,True,False,False,False,True,False,True,False,41.4,72.4,False,True,False,False,0
S01337,37,0,165,4,76,9,84,2,60,3,0,False,False,False,True,False,False,False,False,True,77.3,53.4,False,False,True,False,1
S01338,19,0,286,2,61,40,53,1,58,5,0,False,True,True,False,False,False,False,False,False,110.1,48.3,True,False,False,False,0
S01339,27,0,252,3,87,44,78,2,90,3,0,False,False,True,False,False,False,False,False,True,108.4,71.7,False,True,False,False,1
S01340,29,1,183,4,87,5,87,1,42,1,0,False,False,False,True,False,False,False,False,True,82.8,47.3,False,True,False,False,1
S01341,24,1,309,2,79,27,99,2,90,5,0,False,True,True,False,False,False,False,False,True,128.2,69.7,True,False,False,False,1
S01342,22,2,167,1,80,43,61,2,63,1,0,True,False,False,False,False,True,False,False,True,77.2,55.7,True,False,False,False,0
S01343,26,0,207,3,86,0,53,0,95,1,0,True,False,False,False,False,False,True,False,False,78.6,73.5,False,True,False,False,2
S01344,42,1,31,2,78,5,67,0,58,1,1,False,True,False,False,False,False,True,False,False,30.8,52.6,False,False,True,False,0
S01345,17,1,372,3,47,13,44,2,88,1,0,False,True,False,False,False,True,False,True,False,128.0,58.3,False,False,False,False,2
S01346,19,1,53,4,65,24,97,1,45,5,1,False,True,True,False,False,False,False,True,False,50.6,43.0,True,False,False,False,1
S01347,45,1,396,2,81,37,54,1,98,1,0,False,True,False,True,False,False,False,False,True,142.8,73.5,False,False,True,False,0
S01348,40,0,88,2,75,1,48,1,68,4,0,True,False,False,True,False,False,False,False,False,41.4,57.3,False,False,True,False,0
S01349,40,1,34,3,41,16,95,2,67,2,1,False,True,False,True,False,False,False,True,False,42.5,46.2,False,False,True,False,1
S01350,49,1,417,4,38,13,75,1,84,5,0,False,True,False,True,False,False,True,False,False,151.0,54.4,False,False,True,False,2
S01351,42,0,34,4,91,8,83,2,62,5,0,False,True,True,False,False,False,False,False,True,37.5,59.3,False,False,True,False,2
S01352,32,0,309,1,96,14,52,1,64,2,0,False,False,False,False,False,True,False,False,False,111.3,61.2,False,True,False,False,0
S01353,36,1,185,4,58,35,84,1,52,2,0,True,False,True,False,False,False,False,True,False,88.5,43.8,False,False,True,False,1
S01354,38,1,363,4,37,8,97,1,60,1,0,False,True,False,False,False,True,False,False,False,140.4,41.3,False,False,True,False,1
S01355,43,1,186,3,51,7,53,1,65,1,0,False,True,False,False,True,False,True,False,False,73.7,48.0,False,False,True,False,2
S01356,18,0,374,2,55,1,60,1,66,5,0,False,True,True,False,False,False,True,False,False,130.8,50.5,False,False,False,False,0
S01357,39,0,150,4,65,48,62,1,50,1,0,True,False,False,False,False,False,False,False,True,74.0,44.7,False,False,True,False,2
S01358,17,0,375,3,55,20,67,0,82,1,0,False,False,True,False,False,False,False,False,True,137.2,57.7,False,False,False,False,2
S01359,46,0,423,2,96,27,43,1,70,3,0,True,False,False,False,False,False,True,False,False,145.6,64.4,False,False,True,False,0
S01360,39,0,18,1,69,33,67,2,73,4,0,False,True,False,False,False,False,False,False,True,32.3,58.0,False,False,True,False,0
S01361,46,1,186,4,69,46,58,1,34,2,0,False,False,False,False,False,False,False,True,False,83.2,38.1,False,False,True,False,2
S01362,41,0,63,4,34,1,46,1,94,5,0,False,True,True,False,False,False,False,False,False,33.7,58.2,False,False,True,False,2
S01363,29,0,247,2,85,45,62,1,61,2,0,False,True,False,False,False,True,True,False,False,102.1,56.4,False,True,False,False,0
S01364,45,1,172,3,70,14,57,1,41,3,0,False,False,False,True,False,False,False,True,False,72.1,42.1,False,False,True,False,2
S01365,33,1,242,3,45,7,93,0,60,1,0,False,True,True,False,False,False,True,False,False,102.5,43.7,False,True,False,False,1
S01366,26,1,177,2,59,1,69,0,81,5,1,False,True,False,False,False,True,False,False,True,74.4,59.2,False,True,False,False,0
S01367,33,0,465,3,95,43,40,1,33,5,0,True,False,True,False,False,False,True,False,False,160.7,46.0,False,True,False,False,2
S01368,26,1,296,2,34,44,99,1,32,1,0,False,True,False,False,False,True,False,False,True,127.7,26.4,False,True,False,False,1
S01369,37,2,14,2,90,7,53,1,46,2,0,False,False,False,False,False,True,False,False,True,21.9,50.4,False,False,True,False,0
S01370,36,0,53,3,65,9,88,0,73,3,1,False,True,False,False,True,False,False,True,False,44.7,56.6,False,False,True,False,1
S01371,28,1,180,2,64,2,88,2,95,1,0,False,True,True,False,False,False,False,False,True,81.2,66.9,False,True,False,False,1
S01372,37,0,391,4,39,36,50,1,99,2,1,False,False,False,False,False,False,False,False,True,140.3,61.6,False,False,True,False,2
S01373,41,1,198,3,89,32,89,0,89,3,0,False,True,False,False,False,False,False,False,True,93.1,71.8,False,False,True,False,1
S01374,19,0,283,1,50,20,64,2,48,3,0,True,False,False,False,True,False,False,False,False,108.3,39.6,True,False,False,False,0
S01375,43,1,60,1,66,12,57,1,79,2,0,False,True,False,False,False,True,False,False,False,37.7,59.7,False,False,True,False,0
S01376,27,0,114,2,52,22,75,1,77,2,0,False,False,False,False,True,False,False,False,False,61.5,54.5,False,True,False,False,1
S01377,22,2,440,3,87,14,48,1,82,5,0,False,False,False,False,False,False,True,False,False,149.8,68.1,True,False,False,False,2
S01378,19,0,215,1,36,17,57,1,63,5,0,False,True,False,False,True,False,False,True,False,85.2,43.3,True,False,False,False,0
S01379,16,1,402,1,82,45,88,1,39,2,0,True,False,False,False,False,False,True,False,False,156.2,44.5,False,False,False,False,1
S01380,46,0,68,4,82,6,47,2,67,3,0,False,True,False,False,False,True,True,False,False,36.5,58.7,False,False,True,False,2
S01381,26,0,198,4,80,1,74,1,61,2,0,True,False,False,False,False,True,False,False,True,82.6,54.9,False,True,False,False,2
S01382,28,0,184,4,30,32,53,1,80,5,0,False,True,False,False,True,False,True,False,False,78.3,50.0,False,True,False,False,2
S01383,39,0,322,1,33,24,41,0,87,1,1,True,False,False,False,False,True,False,False,False,113.9,53.6,False,False,True,False,0
S01384,18,0,401,2,92,29,45,2,98,4,0,False,True,False,False,False,False,False,False,False,140.0,77.4,False,False,False,False,0
S01385,44,0,72,3,46,13,77,2,69,2,0,False,False,False,False,False,False,False,False,True,47.9,48.7,False,False,True,False,1
S01386,32,1,476,4,52,4,68,0,30,5,0,True,False,False,False,False,False,False,False,True,164.8,31.6,False,True,False,False,2
S01387,29,1,50,1,67,22,50,2,40,1,0,False,True,False,False,False,True,False,False,True,34.6,40.3,False,True,False,False,0
S01388,46,0,279,4,33,22,95,1,40,4,0,False,True,False,False,True,False,False,False,False,117.4,30.7,False,False,True,False,1
S01389,27,0,480,4,52,13,54,1,95,4,0,False,True,False,False,True,False,False,False,False,163.6,63.9,False,True,False,False,2
S01390,19,1,359,4,67,14,96,2,57,3,0,True,False,False,False,True,False,False,False,True,140.1,49.2,True,False,False,False,1
S01391,49,1,111,3,49,11,56,0,41,5,0,False,True,False,True,False,False,False,False,True,52.9,36.2,False,False,True,False,2
S01392,36,1,156,3,86,42,48,1,99,3,1,False,True,False,True,False,False,False,False,False,70.2,75.9,False,False,True,False,2
S01393,47,1,41,1,63,44,69,0,57,2,0,False,True,True,False,False,False,False,True,False,42.0,47.8,False,False,True,False,0
S01394,23,1,168,1,35,17,53,2,56,4,0,True,False,False,True,False,False,True,False,False,69.9,39.3,True,False,False,False,0
S01395,26,0,237,1,97,42,51,1,69,1,0,True,False,False,False,False,True,False,False,True,95.0,63.8,False,True,False,False,0
S01396,46,1,20,4,61,37,95,0,74,3,0,False,True,False,True,False,False,False,False,True,42.7,55.9,False,False,True,False,1
S01397,19,1,172,3,84,17,71,1,68,2,0,True,False,False,False,True,False,False,True,False,76.9,59.6,True,False,False,False,2
S01398,19,0,434,3,99,12,40,2,68,2,0,False,True,True,False,False,False,False,True,False,145.2,64.1,True,False,False,False,2
S01399,27,1,122,3,35,36,92,0,68,5,0,False,False,False,False,False,True,False,False,False,72.0,45.5,False,True,False,False,1
S01400,33,1,12,4,73,28,88,1,57,5,1,True,False,True,False,False,False,False,True,False,36.4,51.4,False,True,False,False,1
S01401,38,0,166,1,91,39,66,0,86,2,1,False,False,True,False,False,False,False,True,False,77.6,70.7,False,False,True,False,0
S01402,29,0,299,2,94,25,97,0,69,1,0,True,False,False,False,True,False,True,False,False,124.2,62.9,False,True,False,False,1
S01403,23,1,288,3,65,41,55,0,31,5,0,True,False,False,False,False,False,False,False,True,111.7,36.0,True,False,False,False,2
S01404,24,0,259,1,56,39,48,1,42,2,0,False,True,True,False,False,False,False,False,True,100.1,38.2,True,False,False,False,0
S01405,29,1,394,1,38,24,83,1,32,4,0,False,True,False,False,False,False,False,False,True,148.1,28.2,False,True,False,False,0
S01406,29,1,63,4,41,9,83,1,75,2,0,False,False,False,True,False,False,False,False,True,46.4,50.2,False,True,False,False,2
S01407,18,0,416,1,87,25,41,1,30,1,1,False,True,False,False,True,False,False,True,False,142.3,41.3,False,False,False,False,0
S01408,47,0,370,3,82,25,79,1,64,2,1,True,False,False,False,False,True,False,False,False,140.3,57.0,False,False,True,False,1
S01409,31,1,225,1,51,8,40,1,72,5,0,False,False,False,False,False,False,True,False,False,81.3,52.3,False,True,False,False,0
S01410,49,1,460,2,39,42,71,1,61,1,0,False,True,False,False,True,False,False,False,True,168.1,42.4,False,False,True,False,0
S01411,42,0,340,3,65,13,67,1,33,4,0,False,False,False,False,False,True,False,False,False,125.3,36.8,False,False,True,False,2
S01412,36,1,347,2,75,30,81,2,88,4,0,False,False,False,True,False,False,False,False,False,134.8,67.3,False,False,True,False,1
S01413,22,0,239,1,95,39,44,1,97,5,0,False,True,False,False,False,True,False,False,True,92.9,78.0,True,False,False,False,0
S01414,30,0,99,1,91,38,52,1,85,2,0,False,False,False,False,False,False,True,False,False,53.1,70.2,False,True,False,False,0
S01415,15,0,29,2,84,12,81,2,92,4,0,False,True,False,False,False,False,True,False,False,35.8,72.0,False,False,False,False,1
S01416,20,1,458,4,41,40,91,2,38,4,0,False,False,False,True,False,False,False,False,False,173.5,32.1,True,False,False,False,1
S01417,43,1,273,1,34,8,89,2,67,3,0,False,True,False,False,False,True,False,True,False,110.4,44.3,False,False,True,False,1
S01418,20,1,372,3,39,19,46,0,52,1,0,False,False,False,False,False,False,False,False,True,129.8,37.9,True,False,False,False,2
S01419,40,2,44,1,68,7,64,1,42,1,0,False,True,False,False,False,False,False,True,False,34.0,41.6,False,False,True,False,0
S01420,36,1,142,1,92,20,77,2,51,2,0,False,True,False,False,True,False,False,False,False,69.9,53.5,False,False,True,False,0
S01421,20,0,259,2,82,25,98,2,60,3,0,True,False,False,False,False,False,True,False,False,112.5,55.2,True,False,False,False,1
S01422,26,1,310,4,32,20,94,0,53,2,0,False,True,False,False,False,True,False,False,True,126.0,36.5,False,True,False,False,1
S01423,33,2,430,4,54,43,96,1,37,3,1,False,False,True,False,False,False,False,True,False,167.2,35.3,False,True,False,False,1
S01424,22,1,287,3,80,25,80,2,69,3,1,False,True,False,False,True,False,False,True,False,115.7,59.1,True,False,False,False,1
S01425,30,0,432,4,99,7,91,1,73,5,1,False,False,False,True,False,False,False,False,True,159.1,67.2,False,True,False,False,1
S01426,21,1,155,2,98,22,94,2,84,5,0,False,False,False,False,False,True,False,False,False,79.5,72.4,True,False,False,False,1
S01427,35,0,310,3,34,16,56,1,88,5,0,True,False,False,True,False,False,False,False,False,113.6,55.2,False,True,False,False,2
S01428,31,2,192,4,88,5,77,1,59,4,0,False,True,False,True,False,False,True,False,False,82.5,56.7,False,True,False,False,2
S01429,41,1,91,4,63,45,92,0,94,2,0,False,False,False,True,False,False,False,False,False,64.7,66.3,False,False,True,False,1
S01430,27,1,315,4,51,7,59,1,34,3,0,False,False,False,False,True,False,False,False,True,114.4,32.9,False,True,False,False,2
S01431,23,1,278,2,42,35,45,0,64,4,0,False,False,False,False,False,True,False,True,False,104.3,45.4,True,False,False,False,0
S01432,42,0,138,3,63,38,76,2,90,5,0,False,True,True,False,False,False,True,False,False,72.4,64.9,False,False,True,False,1
S01433,17,1,251,2,48,27,83,1,48,5,0,False,True,False,False,True,False,False,False,False,106.0,39.4,False,False,False,False,1
S01434,47,0,241,3,58,19,55,1,97,3,0,True,False,False,True,False,False,False,True,False,93.2,66.5,False,False,True,False,2
S01435,30,1,97,1,95,0,95,0,30,1,0,True,False,False,False,True,False,True,False,False,57.8,43.7,False,True,False,False,1
S01436,41,0,323,4,32,0,72,0,36,4,0,False,False,False,False,False,False,False,True,False,119.3,28.4,False,False,True,False,2
S01437,23,0,100,4,72,15,65,1,36,4,1,False,True,False,False,False,False,False,False,True,53.3,40.4,True,False,False,False,2
S01438,36,1,407,1,99,21,91,0,89,5,0,False,False,False,True,False,False,False,False,False,153.8,75.2,False,False,True,False,1
S01439,36,0,63,2,76,19,52,2,64,1,1,True,False,False,False,False,True,False,False,True,38.7,55.0,False,False,True,False,0
S01440,17,1,37,2,31,2,42,0,56,4,0,False,True,False,False,True,False,False,False,True,24.5,38.1,False,False,False,False,0
S01441,42,0,339,2,88,35,83,2,81,4,0,False,False,False,True,False,False,False,False,True,134.0,67.7,False,False,True,False,1
S01442,28,1,167,4,62,35,63,2,77,4,0,False,True,False,False,False,False,False,True,False,76.8,57.9,False,True,False,False,2
S01443,48,0,478,3,79,16,66,1,49,1,0,False,True,True,False,False,False,False,True,False,167.0,48.4,False,False,True,False,2
S01444,49,0,421,4,79,18,92,2,81,4,1,False,True,False,False,False,True,True,False,False,158.3,65.0,False,False,True,False,1
S01445,19,0,321,2,97,27,97,1,65,4,1,True,False,False,True,False,False,True,False,False,131.2,62.4,True,False,False,False,1
S01446,41,0,208,1,31,4,93,1,85,3,0,False,True,False,False,False,False,True,False,False,91.3,52.4,False,False,True,False,1
S01447,28,1,464,3,89,37,93,1,51,4,1,True,False,False,False,True,False,False,False,False,175.1,53.0,False,True,False,False,1
S01448,40,1,400,1,41,43,73,1,41,2,0,False,False,False,False,True,False,True,False,False,150.7,33.2,False,False,True,False,0
S01449,28,1,431,3,88,10,61,1,42,3,0,False,True,False,False,True,False,False,False,False,150.2,48.0,False,True,False,False,2
S01450,49,0,260,4,55,7,69,0,68,2,0,True,False,False,False,False,True,False,False,False,100.9,50.9,False,False,True,False,2
S01451,36,0,360,4,63,34,46,2,31,3,1,False,True,True,False,False,False,False,True,False,129.4,35.0,False,False,True,False,2
S01452,47,1,271,1,60,39,61,2,47,2,0,False,True,True,False,False,False,True,False,False,107.6,41.9,False,False,True,False,0
S01453,49,0,391,1,55,18,64,2,65,2,0,False,False,True,False,False,False,False,False,True,140.3,49.4,False,False,True,False,0
S01454,25,0,481,4,82,2,56,1,90,5,0,False,False,False,False,False,True,False,False,False,162.3,70.6,True,False,False,False,2
S01455,34,1,373,3,40,20,56,1,36,4,0,False,True,False,True,False,False,False,True,False,133.3,30.8,False,True,False,False,2
S01456,39,1,293,1,82,16,67,1,92,5,0,False,True,True,False,False,False,False,True,False,111.4,71.6,False,False,True,False,0
S01457,33,0,437,2,46,33,45,0,32,2,0,False,False,False,True,False,False,True,False,False,151.6,30.2,False,True,False,False,0
S01458,36,0,94,2,38,8,91,2,80,2,0,False,True,False,False,False,True,False,False,True,57.5,51.8,False,False,True,False,1
S01459,40,0,476,1,30,43,86,0,75,5,0,False,False,True,False,False,False,False,False,True,177.4,47.5,False,False,True,False,1
S01460,48,0,429,3,56,8,79,2,57,5,0,False,True,False,False,False,False,False,False,False,154.6,46.3,False,False,True,False,1
S01461,25,0,316,4,87,21,43,2,68,2,0,True,False,False,False,False,True,False,True,False,112.7,60.5,True,False,False,False,2
S01462,28,1,79,1,78,0,78,1,60,5,0,False,True,False,True,False,False,True,False,False,47.3,54.4,False,True,False,False,0
S01463,25,1,125,3,61,32,42,1,56,4,0,False,True,False,True,False,False,False,False,False,57.1,47.1,True,False,False,False,2
S01464,49,0,392,4,67,42,96,1,57,4,0,False,True,False,False,False,False,False,True,False,155.6,49.4,False,False,True,False,1
S01465,39,1,365,4,48,32,50,1,72,4,0,False,True,False,False,False,True,False,False,False,131.7,51.2,False,False,True,False,2
S01466,22,0,245,3,85,28,51,2,42,1,0,False,False,False,False,True,False,False,True,False,95.0,46.7,True,False,False,False,2
S01467,26,1,281,3,58,37,97,0,37,1,0,False,True,False,False,True,False,False,True,False,121.4,36.1,False,True,False,False,1
S01468,20,1,259,1,94,22,63,1,72,4,0,False,False,False,False,False,False,False,True,False,101.2,65.0,True,False,False,False,0
S01469,49,0,115,4,41,21,47,2,76,5,0,False,False,True,False,False,False,False,False,False,53.6,51.3,False,False,True,False,2
S01470,44,1,318,4,49,18,91,1,63,3,0,False,False,False,False,True,False,True,False,False,127.1,46.8,False,False,True,False,1
S01471,16,0,458,4,75,30,94,1,65,3,0,False,True,False,True,False,False,False,False,False,172.4,55.6,False,False,False,False,1
S01472,26,0,286,1,63,33,73,1,46,1,0,False,True,False,False,False,True,False,False,True,114.5,42.1,False,True,False,False,0
S01473,16,0,247,4,61,23,85,1,83,2,1,True,False,False,False,False,True,False,False,True,105.0,60.2,False,False,False,False,1
S01474,19,0,342,1,63,37,93,2,54,3,0,False,False,False,False,False,False,False,True,False,138.1,46.5,True,False,False,False,1
S01475,32,0,71,3,68,10,52,1,72,4,0,False,False,False,False,True,False,True,False,False,39.5,57.2,False,True,False,False,2
S01476,20,1,266,4,67,28,82,1,66,1,0,False,True,False,True,False,False,False,False,False,110.8,53.3,True,False,False,False,1
S01477,28,1,205,2,89,3,58,0,37,4,0,True,False,False,True,False,False,True,False,False,79.9,46.0,False,True,False,False,0
S01478,18,0,58,4,43,15,69,1,69,4,0,True,False,False,False,False,True,False,False,True,41.9,48.2,False,False,False,False,2
S01479,47,1,273,4,79,32,90,1,97,3,1,False,False,True,False,False,False,False,False,False,116.1,72.8,False,False,True,False,1
S01480,16,1,389,1,34,21,83,1,77,5,0,True,False,False,False,False,False,False,False,True,146.0,49.7,False,False,False,False,0
S01481,35,0,499,1,84,26,48,0,52,1,0,False,False,False,False,False,True,False,True,False,169.5,51.4,False,True,False,False,0
S01482,36,1,409,2,59,42,44,0,98,2,0,False,True,False,False,True,False,True,False,False,144.7,67.1,False,False,True,False,0
S01483,26,1,406,2,72,16,55,1,93,2,0,False,True,False,False,True,False,False,False,False,141.9,68.5,False,True,False,False,0
S01484,42,0,194,1,66,45,49,1,45,3,0,False,True,False,False,False,True,True,False,False,82.1,42.9,False,False,True,False,0
S01485,30,0,377,2,60,4,68,2,91,1,0,False,True,True,False,False,False,False,True,False,134.7,63.7,False,True,False,False,0
S01486,49,1,267,3,60,39,92,2,38,1,0,False,True,True,False,False,False,False,True,False,116.1,37.2,False,False,True,False,1
S01487,27,1,430,4,42,3,93,1,54,2,0,False,True,False,False,False,True,False,True,False,158.3,40.0,False,True,False,False,1
S01488,44,2,264,2,69,20,93,1,53,2,0,True,False,True,False,False,False,False,True,False,111.5,47.6,False,False,True,False,1
S01489,42,0,499,2,94,44,61,1,62,5,0,False,True,True,False,False,False,False,True,False,177.2,60.2,False,False,True,False,0
S01490,44,0,18,1,55,17,78,1,93,1,1,True,False,False,True,False,False,False,False,True,32.4,63.2,False,False,True,False,0
S01491,44,1,177,1,66,15,44,0,46,4,0,False,True,False,False,True,False,True,False,False,69.5,43.6,False,False,True,False,0
S01492,25,2,395,2,35,21,62,2,54,4,0,False,True,False,False,False,False,False,True,False,141.7,38.3,True,False,False,False,0
S01493,49,1,457,3,44,36,44,1,74,5,0,False,True,False,False,False,True,False,False,False,158.1,51.2,False,False,True,False,2
S01494,44,1,453,2,56,42,58,1,77,4,0,False,True,False,True,False,False,False,True,False,162.1,56.1,False,False,True,False,0
S01495,37,0,427,1,63,4,62,1,98,1,1,False,True,True,False,False,False,False,False,False,147.7,68.1,False,False,True,False,0
S01496,38,1,469,2,67,19,86,1,46,4,0,False,False,True,False,False,False,False,False,False,170.7,43.9,False,False,True,False,1
S01497,35,0,227,2,85,6,65,2,46,5,0,False,True,False,False,False,False,False,False,True,89.2,49.5,False,True,False,False,0
S01498,18,0,326,2,70,6,74,1,57,4,0,False,True,False,False,False,True,False,False,True,121.6,50.3,False,False,False,False,1
S01499,36,0,101,3,69,1,73,0,32,5,0,False,True,False,False,True,False,False,True,False,53.0,37.7,False,False,True,False,2
S01500,47,1,371,1,43,2,78,2,64,2,0,False,True,True,False,False,False,False,False,True,135.3,45.3,False,False,True,False,0
S01501,36,0,141,2,47,29,80,1,38,5,0,False,False,False,False,False,False,False,True,False,72.5,34.1,False,False,True,False,1
S01502,15,1,220,1,74,17,94,1,94,3,1,False,False,False,False,False,False,False,True,False,97.8,69.8,False,False,False,False,1
S01503,33,1,92,1,44,21,86,1,92,4,0,True,False,False,True,False,False,True,False,False,57.8,60.0,False,True,False,False,1
S01504,37,1,253,1,79,8,91,2,68,5,0,True,False,False,False,False,True,False,True,False,105.0,58.7,False,False,True,False,1
S01505,38,1,265,4,96,13,54,2,64,2,0,False,True,False,False,True,False,True,False,False,99.1,61.2,False,False,True,False,2
S01506,38,0,98,3,50,33,72,1,44,5,0,False,True,False,False,False,True,False,False,True,58.2,38.0,False,False,True,False,2
S01507,36,1,446,2,37,25,48,1,99,4,0,False,False,False,False,True,False,True,False,False,153.6,61.4,False,False,True,False,0
S01508,49,0,202,2,47,15,54,1,55,5,0,False,False,False,False,False,False,False,False,True,80.2,42.6,False,False,True,False,0
S01509,39,1,372,2,52,26,98,2,75,4,0,True,False,False,False,False,True,False,False,False,146.6,53.9,False,False,True,False,1
S01510,32,1,491,4,68,28,97,0,53,1,0,False,False,False,False,True,False,False,True,False,182.8,47.1,False,True,False,False,1
S01511,37,1,494,4,97,13,42,1,96,4,0,True,False,False,True,False,False,False,False,True,164.2,77.9,False,False,True,False,2
S01512,15,0,410,2,35,41,62,1,72,5,0,True,False,False,False,False,False,False,False,True,150.2,47.5,False,False,False,False,0
S01513,41,1,171,3,41,24,57,1,36,5,0,False,True,True,False,False,False,False,False,True,73.8,31.3,False,False,True,False,2
S01514,34,0,466,4,35,25,84,2,80,2,0,False,False,True,False,False,False,False,False,False,170.8,50.9,False,True,False,False,1
S01515,41,1,155,4,39,9,54,1,86,3,1,False,True,False,False,True,False,False,False,True,65.3,55.3,False,False,True,False,2
S01516,21,0,427,2,94,1,55,1,93,3,0,False,True,False,False,False,False,True,False,False,145.2,75.3,True,False,False,False,0
S01517,18,1,119,4,38,27,55,2,73,3,0,True,False,False,False,True,False,False,False,False,58.4,48.5,False,False,False,False,2
S01518,42,0,184,4,66,43,83,1,63,4,0,False,True,False,False,False,False,False,False,True,89.5,52.1,False,False,True,False,1
S01519,46,0,166,1,63,10,93,0,46,1,0,False,True,False,False,False,False,False,False,True,79.9,42.1,False,False,True,False,1
S01520,44,1,411,3,57,46,71,2,88,2,0,False,True,False,True,False,False,False,False,True,154.4,61.5,False,False,True,False,1
S01521,31,1,430,3,66,47,98,1,31,5,0,True,False,False,False,False,True,False,False,False,168.4,36.3,False,True,False,False,1
S01522,25,1,364,3,83,31,52,0,57,4,0,False,True,False,False,True,False,False,False,True,131.6,54.2,True,False,False,False,2
S01523,32,2,440,2,77,16,91,0,41,4,0,False,True,False,False,False,False,False,False,True,162.9,44.4,False,True,False,False,1
S01524,27,1,486,3,82,2,79,2,30,3,1,True,False,False,True,False,False,False,True,False,170.5,40.2,False,True,False,False,1
S01525,33,2,495,3,37,14,42,1,48,3,1,False,False,False,True,False,False,False,False,True,164.5,35.7,False,True,False,False,2
S01526,44,0,181,1,83,7,85,1,51,3,0,True,False,True,False,False,False,False,True,False,81.4,51.0,False,False,True,False,1
S01527,39,0,368,1,91,18,67,2,76,1,0,False,False,False,False,False,False,False,False,False,134.3,65.5,False,False,True,False,0
